0,0,0
-0.072388,-0.24679,0.026267
0.624,-0.3882,0.058948
-0.68661,0.76633,-0.025962
-0.35613,0.75717,-0.035736
-0.098044,-0.17501,-0.15821
-0.7364,0.69394,-0.1292
-0.79535,0.69669,-0.14752
-0.59559,0.29016,-0.14905
-0.59284,0.03543,0.25626
-0.95661,0.63958,0.60964
-1.2972,0.19242,0.46792
0.1741,-0.7981,0.37018
0.25809,0.096211,0.84269
0.14294,0.66584,0.5342
-0.93737,0.22388,-0.20067
-1.2318,0.097128,-0.7422
-0.94104,0.24404,-0.7086
-0.94806,0.34361,-0.65851
-1.0226,0.30055,-0.57208
-0.86407,0.0009163,-0.42669
-0.75869,-0.25931,-0.12737
-0.9221,0.14691,-0.065973
-0.96669,0.26939,-0.17746
-0.8323,0.036041,-0.19945
-0.66706,-0.19914,-0.17379
-0.37538,-0.50793,-0.12065
-0.13653,-0.63408,-0.018937
-0.043677,-0.28558,0.04948
-0.036041,0.26603,0.0045815
-0.10263,0.13378,-0.13408
-0.38393,-0.43433,-0.38607
-0.45021,-0.49205,-0.55986
-0.35583,-0.10171,-0.63316
-0.13531,0.32926,-0.40073
0.40378,0.62003,0.18418
0.68509,0.6353,0.39431
0.62492,0.40348,0.45143
0.43585,-0.1405,0.35858
0.42425,-0.23427,0.32834
0.40775,0.069333,0.34636
0.5959,0.26114,0.4163
0.81337,0.15302,0.45784
0.95875,0.045509,0.53084
0.95478,0.030238,0.53206
1.1591,-0.02474,0.48167
1.3705,-0.36102,0.40195
1.3897,-0.37202,0.35277
1.1863,0.010996,0.23885
0.97341,0.28833,0.25687
0.91233,0.14936,0.30024
1.0012,-0.25809,0.36102
1.0867,-0.39798,0.40409
1.2575,-0.36866,0.46029
1.12,0.10171,0.40928
0.7929,0.47128,0.37874
0.27672,0.28863,0.34056
0.13439,-0.43768,0.1857
0.7083,-1.0342,0.20892
1.0657,-0.9166,0.39706
1.4129,0.031154,0.66981
1.4801,0.58704,0.75411
1.3192,0.74831,0.75931
1.1182,0.51526,0.6973
0.96456,-0.27458,0.41172
0.8378,-0.42608,0.15302
0.8378,-0.18234,0.10568
0.95936,0.17593,0.11759
0.96822,0.30024,0.15302
0.91844,0.2981,0.24679
0.86407,0.2529,0.30329
0.759,0.24251,0.2642
0.74923,0.35736,0.23427
0.75931,0.42883,0.21197
0.7535,0.146,0.14172
0.69394,-0.146,0.10568
0.54672,-0.28802,0.1069
0.43035,-0.15669,0.080634
0.39095,0.0076358,0.076358
0.36224,0.009163,0.13378
0.26389,-0.067501,0.12187
0.17685,-0.14875,-0.02474
0.22816,-0.016188,-0.1011
0.43799,0.38576,-0.082161
0.70585,0.58063,-0.0085521
1.0055,0.09499,0.0012217
0.95845,-0.34728,0.027489
0.73518,-0.62827,0.062308
0.38729,-0.46395,0.052229
0.44654,-0.15424,0.099266
0.96792,0.19609,0.11332
1.1283,0.19884,0.14264
1.1429,0.30818,0.32162
1.1429,0.39065,0.4612
1.3225,0.086437,0.60781
1.4111,-0.31582,0.6466
1.3647,-0.40897,0.61056
1.2941,-0.22144,0.59132
1.3192,0.046731,0.6521
1.3509,0.052534,0.69486
1.3106,-0.099571,0.71716
1.2675,-0.19792,0.68325
1.2159,-0.28802,0.5342
1.1845,-0.22388,0.36866
1.087,-0.10782,0.29719
1.0938,-0.087965,0.2981
1.1286,0.057421,0.32467
1.1008,0.2303,0.36255
1.0296,0.0012217,0.32865
0.98869,-0.1069,0.32101
0.97494,-0.18876,0.38423
0.94287,-0.13867,0.41264
0.87323,-0.049175,0.4105
0.70983,0.23121,0.40714
0.3708,-0.007025,0.33262
0.70066,-0.93676,0.18295
1.1362,-0.69914,0.2981
1.1466,-0.22755,0.36408
0.94165,0.35827,0.3427
0.92546,0.8265,0.3094
0.91355,0.53603,0.42944
0.75228,-0.29566,0.47892
0.77824,-0.33872,0.27122
0.87934,0.057727,0.045204
0.81092,0.10446,0.060476
0.86376,0.080329,0.27978
0.80817,0.23305,0.27031
0.7422,0.38759,0.28924
0.65027,0.40653,0.30604
0.55161,0.36285,0.2361
0.52412,0.32467,0.20678
0.26939,-0.080023,-0.0051924
0.17013,-0.087965,0.041539
0.15058,-0.096211,0.077885
0.13806,-0.014966,0.1179
0.20831,-0.02138,0.15547
0.23885,-0.079412,0.062919
0.18815,-0.21411,0.0082467
0.18418,-0.37354,-0.062614
0.21686,-0.038485,-0.13286
0.35797,0.47861,-0.076969
0.63897,0.52993,0.020769
0.98319,-0.016188,0.15119
0.86163,-0.42486,0.18234
0.64599,-0.416,0.135
0.60506,-0.27978,0.1124
0.63866,-0.14447,0.10934
0.67226,-0.10537,0.12737
0.76236,-0.068722,0.16554
0.87842,0.18265,0.21961
0.89828,0.30604,0.26389
0.9108,0.08827,0.36866
0.99632,-0.39554,0.47525
1.0003,-0.4612,0.56383
0.90805,-0.28588,0.63163
0.86499,-0.058643,0.65515
0.82589,-0.14111,0.62614
0.82375,-0.16829,0.59926
0.91844,-0.076969,0.5678
1.022,0.18326,0.49847
0.95784,0.054367,0.33506
0.79015,0.022297,0.20892
0.53726,0.3543,0.088575
0.41905,0.30665,0.043677
0.3207,-0.00061087,0.024435
0.29413,-0.26481,0.0085521
0.30116,-0.281,0.0061087
0.34911,0.059254,0.081856
0.33598,0.17501,0.14844
0.31185,-0.047342,0.12065
0.14233,0.13867,0.13347
-0.25717,0.22633,0.066584
-0.10201,-0.72785,-0.17868
0.52321,-0.7532,0.016799
0.686,-0.28986,0.21747
0.48045,0.16066,0.15455
0.27825,0.4777,0.10568
-0.03146,0.62614,0.042455
-0.19456,0.11393,-0.11637
-0.13011,-0.38393,-0.3488
0.0061087,-0.62125,-0.57482
-0.058032,-0.4102,-0.58307
-0.033598,0.031154,-0.45021
-0.063835,0.29505,-0.40623
-0.28588,0.44624,-0.37324
-0.4105,0.25779,-0.31093
-0.46731,0.064446,-0.27367
-0.45968,0.081245,-0.24801
-0.50274,0.13134,-0.17685
-0.6127,0.16646,-0.10201
-0.61789,-0.051924,-0.1237
-0.75808,0.22694,-0.16554
-0.73334,0.20708,-0.040623
-0.61087,0.23915,0.078802
-0.61392,0.047647,-0.012217
-0.69364,-0.36682,-0.26939
-0.79412,-0.40806,-0.4722
-0.75136,-0.15913,-0.50946
0.15516,0.085216,-0.034819
0.069028,-0.021991,-0.13439
-0.19914,-0.11851,-0.094073
-0.21411,-0.083383,-0.11057
-0.2587,-0.11851,-0.020769
-0.22877,-0.078802,-0.0015272
-0.23671,-0.075136,-0.054062
-0.23549,-0.25748,0.031765
-0.086437,-0.47098,0.14416
-0.0015272,-0.46242,0.11454
0.083994,-0.23152,0.12584
-0.028405,-0.040928,0.24251
-0.048869,-0.0067195,0.26389
0.02138,-0.044899,0.18723
0.05681,-0.026267,0.12309
0.067501,-0.0012217,0.07422
-0.036041,0.15577,0.20036
-0.025656,0.20617,0.098655
0.071471,0.068111,-0.081245
0.19303,0.11484,-0.08827
0.24526,0.11148,0.03207
0.25809,-0.073609,0.12462
0.39554,-0.34911,0.085216
0.66859,-0.46884,0.081551
1.0528,-0.28253,0.22633
1.1374,-0.079412,0.36744
1.0482,0.018937,0.46548
0.75564,0.2364,0.56077
0.75411,-0.011912,0.57696
1.0763,-0.85124,0.54
1.1973,-0.91111,0.50335
1.2339,-0.59315,0.50946
1.4062,-0.37507,0.44379
1.4224,-0.37507,0.32467
1.4823,-0.17623,0.28924
1.3635,0.099266,0.25931
1.0409,0.19975,0.2364
0.6524,0.14539,0.076358
0.45815,0.070555,-0.009163
0.30329,0.13683,-0.086132
0.24862,0.15669,-0.064752
0.4667,-0.23243,0.051007
0.91783,-0.61758,0.13225
0.93921,-0.084605,-0.13622
-0.040317,0.56108,-0.35827
-0.53542,0.6692,-0.44532
-0.54459,0.10446,-0.33995
-0.53176,-0.56841,-0.29719
-0.64324,-0.26237,-0.36316
-0.86987,0.27611,-0.35675
-0.85827,0.14813,-0.25137
-0.91599,-0.069333,-0.23854
-0.86376,-0.29413,-0.27
-0.67531,-0.23366,-0.2645
-0.52412,-0.14661,-0.31948
-0.43402,-0.11606,-0.3427
-0.35797,-0.17043,-0.27947
-0.31521,-0.26084,-0.16952
-0.23854,-0.12981,-0.12981
-0.078191,0.028405,-0.12675
-0.081551,0.020464,-0.1347
-0.1127,0.17135,-0.11912
0.044899,0.4047,-0.15852
