-3.0918,3.2144,7.3141
-11.005,0.32689,-1.7025
-8.5536,0.92618,-0.89894
-8.1858,-0.35413,-1.5663
-9.1529,-0.8036,-2.6151
-7.927,0.69464,-0.7355
-8.1586,1.1169,-1.7025
-8.9077,1.0488,-2.3018
-10.556,0.5993,-1.9341
-13.293,-0.96704,-2.438
-14.547,-0.19068,-3.3506
-14.683,0.9398,-7.4095
-11.305,0.027241,-8.9894
-9.7794,-0.68102,-8.5127
-8.7306,-1.0896,-3.9635
-9.6977,1.8796,-4.127
-10.733,4.3858,-4.8761
-10.134,3.6775,-4.4266
-8.3084,0.6674,-4.1814
-7.7772,-0.70826,-4.413
-7.7364,-1.4029,-4.2495
-7.7908,-1.3757,-3.8273
-7.927,-0.92618,-3.3234
-7.8998,-0.16344,-3.0646
-8.1586,0.054481,-2.9011
-9.4934,-0.62654,-2.942
-9.9565,-1.3757,-3.1735
-10.447,-1.9886,-3.2553
-11.087,-1.9341,-2.833
-11.455,-1.5119,-2.3155
-10.869,-1.0351,-2.6423
-9.9292,-1.0896,-3.7456
-10.556,-0.50395,-4.127
-10.964,1.2531,-5.3528
-9.1529,3.3778,-6.6876
-7.8045,3.1872,-5.5162
-7.355,1.9886,-4.1406
-7.9134,-0.081722,-3.2416
-8.8941,-2.2065,-2.9284
-9.398,-2.7786,-3.6639
-9.221,-0.85808,-5.6116
-9.1256,0.76274,-5.598
-8.9486,1.362,-4.6445
-8.8805,1.2258,-3.4051
-8.7987,0.61292,-2.8603
-8.7443,-0.1362,-2.8603
-8.9894,-0.70826,-2.942
-9.0984,-0.34051,-3.3097
-9.112,0.10896,-3.3097
-9.0575,-0.054481,-3.0237
-9.112,-0.054481,-2.8194
-8.8805,0.12258,-2.6968
-8.5808,0.35413,-2.2337
-8.717,0.72188,-2.5334
-9.3572,1.1577,-3.1463
-10.174,1.1577,-3.3506
-10.474,0.83084,-3.4459
-10.447,0.24517,-2.9692
-10.12,-0.31327,-1.8524
-10.215,0.21793,-1.7979
-10.978,0.92618,-2.8467
-12.095,1.7298,-4.413
-12.871,2.0158,-6.1292
-11.632,0.8036,-6.5786
-9.3708,-0.83084,-5.0804
-7.2596,-1.7979,-4.3177
-5.5707,-2.4789,-4.4402
-5.7342,-2.5606,-5.4618
-7.3005,-1.4846,-6.6059
-9.2755,0.054481,-7.0553
-10.624,1.9886,-5.5707
-10.052,2.1112,-4.3858
-8.9622,1.3348,-3.623
-7.8726,0.17706,-3.0373
-7.75,-0.39499,-2.9965
-8.036,-0.57205,-3.1599
-8.3493,-0.38137,-3.2825
-8.4174,-0.54481,-3.4187
-8.7306,-1.0215,-3.5958
-9.6432,-0.83084,-3.7047
-10.474,-0.12258,-3.6775
-9.8611,0.19068,-3.8137
-8.7987,0.42223,-3.514
-8.3765,0.31327,-3.337
-9.0712,0.19068,-3.2825
-9.8203,0.027241,-3.3642
-10.637,0.054481,-3.1599
-10.978,-0.32689,-2.942
-11.291,-1.3348,-3.3506
-12.027,-2.2882,-4.2087
-12.476,-2.2474,-4.9306
-12.027,-1.5527,-5.4754
-10.174,-0.64016,-6.1155
-7.5593,0.027241,-6.6195
-6.3471,0.50395,-6.3198
-6.4152,0.57205,-4.4266
-6.7829,0.095342,-4.2632
-6.9872,-0.61292,-5.1349
-7.7772,-1.3484,-5.7614
-9.5751,-1.471,-5.3937
-10.61,-0.92618,-5.5435
-10.474,-0.12258,-5.6116
-9.1665,0.23155,-5.1757
-8.5808,0.36775,-4.5492
-8.6762,0.31327,-3.6503
-8.8805,0.12258,-3.7728
-8.8396,0.027241,-4.2223
-8.7443,0.24517,-4.413
-8.7987,0.96704,-3.9635
-8.7987,1.471,-3.0918
-8.7715,1.0215,-2.8875
-8.7443,0.32689,-2.7649
-8.7306,-0.19068,-2.6015
-8.8668,-0.1362,-2.6696
-9.5751,0.23155,-3.228
-9.9973,0.35413,-3.6775
-9.902,0.43585,-3.8273
-9.6023,0.55843,-3.732
-9.7794,0.31327,-2.6968
-9.9973,0.29965,-3.0101
-10.379,0.54481,-3.623
-11.319,0.99429,-5.094
-11.782,1.0624,-5.3528
-10.855,-0.54481,-3.1599
-9.398,-1.2939,-2.6287
-7.8045,-1.0215,-3.4459
-6.3607,-0.62654,-5.2166
-6.6331,-0.62654,-6.6059
-8.6489,-0.5993,-6.5922
-10.433,-0.39499,-5.9385
-10.406,0.19068,-5.0395
-9.3844,0.78998,-4.0044
-8.8805,0.85808,-3.337
-8.3084,0.19068,-3.7456
-8.2676,-0.46309,-3.514
-8.1858,-0.55843,-3.0918
-8.4446,-0.23155,-3.2553
-8.8805,0.095342,-3.732
-9.1529,-0.068102,-4.1814
-9.6023,-0.14982,-4.2087
-9.8203,-0.12258,-4.1406
-9.0984,-0.38137,-2.833
-8.9894,-0.42223,-2.8194
-8.8124,-0.43585,-3.1735
-8.8941,-0.6674,-3.5004
-9.2346,-0.85808,-3.514
-9.8611,-0.81722,-3.4323
-10.733,-0.39499,-2.9965
-10.651,-0.61292,-2.7377
-10.978,-1.0351,-2.8603
-11.182,-1.4846,-4.1814
-11.373,-1.9613,-5.2847
-11.264,-1.8524,-5.8295
-9.902,-0.8036,-6.0883
-8.431,0.12258,-5.7614
-7.4503,0.74912,-5.5707
-7.0962,1.0896,-4.9442
-6.96,1.0488,-4.9714
-7.1779,0.51757,-5.1894
-7.8045,0.19068,-4.6309
-8.7306,-0.027241,-4.5356
-9.9565,-0.21793,-4.9033
-10.569,-0.20431,-5.5843
-10.215,-0.081722,-4.9578
-9.5615,0.20431,-4.4811
-8.9622,0.58567,-4.2223
-8.7579,0.9398,-3.7728
-8.6353,0.9398,-3.7728
-8.322,0.76274,-4.0316
-7.9407,0.49033,-3.6094
-7.5729,0.20431,-3.1463
-7.927,0.17706,-2.7649
-8.9213,0.85808,-2.7377
-9.0848,1.4574,-2.5334
-9.3163,1.6344,-2.6015
-9.5887,1.4438,-3.1191
-10.038,1.4438,-3.9908
-10.038,1.2803,-4.127
-9.9701,1.0079,-3.6775
